date,convenience_store,store,name,address,city,zipcode,store_location,county_number,county,category,category_name,vendor_no,vendor,item,description,pack,liter_size,state_btl_cost,btl_price,bottle_qty,total
19/02/2015,,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.605570335000039, -93.619826836999948)",77,Polk,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,6,267.48
09/02/2015,,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.605570335000039, -93.619826836999948)",77,Polk,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,5,222.9
30/10/2014,,2190,Central City Liquor Inc.,1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.605570335000039, -93.619826836999948)",77,Polk,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,6,267.48
27/02/2014,,2190,Central City Liquor Inc.,1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.605570335000039, -93.619826836999948)",77,Polk,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
25/02/2014,,2190,Central City Liquor Inc.,1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.605570335000039, -93.619826836999948)",77,Polk,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
16/06/2014,,2190,Central City Liquor Inc.,1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.605570335000039, -93.619826836999948)",77,Polk,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,5,222.9
30/01/2014,,2190,Central City Liquor Inc.,1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.605570335000039, -93.619826836999948)",77,Polk,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
03/11/2014,,2190,Central City Liquor Inc.,1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.605570335000039, -93.619826836999948)",77,Polk,1012210,SINGLE MALT SCOTCH,391,Anchor Distilling (PREISS IMPORTS),904723,Glendronach 18yo,1,750,73.25,109.88,1,109.88
28/01/2015,,2200,Sac Liquor Store,619 E MAIN ST,SAC CITY,50583,"619 E MAIN ST
SAC CITY 50583
(42.421357053000065, -94.974010318999945)",81,Sac,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
19/03/2014,,2200,Sac Liquor Store,619 E MAIN ST,SAC CITY,50583,"619 E MAIN ST
SAC CITY 50583
(42.421357053000065, -94.974010318999945)",81,Sac,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
20/08/2014,,2200,Sac Liquor Store,619 E MAIN ST,SAC CITY,50583,"619 E MAIN ST
SAC CITY 50583
(42.421357053000065, -94.974010318999945)",81,Sac,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
03/12/2014,,2200,Sac Liquor Store,619 E MAIN ST,SAC CITY,50583,"619 E MAIN ST
SAC CITY 50583
(42.421357053000065, -94.974010318999945)",81,Sac,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
26/02/2014,,2200,Sac Liquor Store,619 E MAIN ST,SAC CITY,50583,"619 E MAIN ST
SAC CITY 50583
(42.421357053000065, -94.974010318999945)",81,Sac,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
09/04/2014,,2200,Sac Liquor Store,619 E MAIN ST,SAC CITY,50583,"619 E MAIN ST
SAC CITY 50583
(42.421357053000065, -94.974010318999945)",81,Sac,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
05/02/2014,,2200,Sac Liquor Store,619 E MAIN ST,SAC CITY,50583,"619 E MAIN ST
SAC CITY 50583
(42.421357053000065, -94.974010318999945)",81,Sac,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
18/03/2014,,2205,Ding's Honk And Holler,900 E WASHINGTON,CLARINDA,51632,"900 E WASHINGTON
CLARINDA 51632
(40.739251978000027, -95.02742809199998)",73,Page,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
07/01/2014,,2228,Rodgers Spirits and More,53 GREEN ST,WINTERSET,50273,"53 GREEN ST
WINTERSET 50273
(41.336418044000027, -94.014310515999966)",61,Madison,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
03/02/2015,,2228,Rodgers Spirits and More,53 GREEN ST,WINTERSET,50273,"53 GREEN ST
WINTERSET 50273
(41.336418044000027, -94.014310515999966)",61,Madison,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
13/01/2015,,2228,Rodgers Spirits and More,53 GREEN ST,WINTERSET,50273,"53 GREEN ST
WINTERSET 50273
(41.336418044000027, -94.014310515999966)",61,Madison,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
29/04/2014,,2228,Rodgers Spirits and More,53 GREEN ST,WINTERSET,50273,"53 GREEN ST
WINTERSET 50273
(41.336418044000027, -94.014310515999966)",61,Madison,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
25/02/2014,,2228,Rodgers Spirits and More,53 GREEN ST,WINTERSET,50273,"53 GREEN ST
WINTERSET 50273
(41.336418044000027, -94.014310515999966)",61,Madison,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
28/01/2014,,2228,Rodgers Spirits and More,53 GREEN ST,WINTERSET,50273,"53 GREEN ST
WINTERSET 50273
(41.336418044000027, -94.014310515999966)",61,Madison,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
22/11/2014,,2233,Forbes Liquor Locker / remi,2508 ENTERPRISE AVE,SPIRIT LAKE,51360,"2508 ENTERPRISE AVE
SPIRIT LAKE 51360
(43.41706203800004, -95.126825457999985)",30,Dickinson,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
24/06/2014,,2233,Forbes Liquor Locker / remi,2508 ENTERPRISE AVE,SPIRIT LAKE,51360,"2508 ENTERPRISE AVE
SPIRIT LAKE 51360
(43.41706203800004, -95.126825457999985)",30,Dickinson,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
27/03/2014,,2248,Ingersoll Liquor and Bevera,3500 INGERSOLL AVE,DES MOINES,50312,"3500 INGERSOLL AVE
DES MOINES 50312
(41.586306757000045, -93.664299089999986)",77,Polk,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
04/09/2014,,2248,Ingersoll Liquor and Beverage,3500 INGERSOLL AVE,DES MOINES,50312,"3500 INGERSOLL AVE
DES MOINES 50312
(41.586306757000045, -93.664299089999986)",77,Polk,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
25/11/2014,,2248,Ingersoll Liquor and Beverage,3500 INGERSOLL AVE,DES MOINES,50312,"3500 INGERSOLL AVE
DES MOINES 50312
(41.586306757000045, -93.664299089999986)",77,Polk,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
17/07/2014,,2248,Ingersoll Liquor and Beverage,3500 INGERSOLL AVE,DES MOINES,50312,"3500 INGERSOLL AVE
DES MOINES 50312
(41.586306757000045, -93.664299089999986)",77,Polk,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
17/04/2014,,2248,Ingersoll Liquor and Beverage,3500 INGERSOLL AVE,DES MOINES,50312,"3500 INGERSOLL AVE
DES MOINES 50312
(41.586306757000045, -93.664299089999986)",77,Polk,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
26/06/2014,,2248,Ingersoll Liquor and Beverage,3500 INGERSOLL AVE,DES MOINES,50312,"3500 INGERSOLL AVE
DES MOINES 50312
(41.586306757000045, -93.664299089999986)",77,Polk,1052010,IMPORTED GRAPE BRANDIES,446,Stephen Augustus Imports,901395,Calvados Morin 1973,1,750,139,208.5,3,625.5
11/02/2015,,2285,John's Grocery,401 EAST MARKET ST,IOWA CITY,52240,"401 EAST MARKET ST
IOWA CITY 52240
(41.663580847000048, -91.530031378999979)",52,Johnson,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
27/08/2014,,2285,John's Grocery,401 EAST MARKET ST,IOWA CITY,52240,"401 EAST MARKET ST
IOWA CITY 52240
(41.663580847000048, -91.530031378999979)",52,Johnson,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,3,133.74
14/08/2014,,2285,John's Grocery,401 EAST MARKET ST,IOWA CITY,52240,"401 EAST MARKET ST
IOWA CITY 52240
(41.663580847000048, -91.530031378999979)",52,Johnson,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
17/04/2014,,2285,John's Grocery,401 EAST MARKET ST,IOWA CITY,52240,"401 EAST MARKET ST
IOWA CITY 52240
(41.663580847000048, -91.530031378999979)",52,Johnson,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
21/01/2015,,2290,Al's Liquors Unlimited,215 WEST MILWAUKEE,STORM LAKE,50588,"215 WEST MILWAUKEE
STORM LAKE 50588
(42.647486598000057, -95.202631096999937)",11,Buena Vista,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
19/03/2014,,2290,Al's Liquors Unlimited,215 WEST MILWAUKEE,STORM LAKE,50588,"215 WEST MILWAUKEE
STORM LAKE 50588
(42.647486598000057, -95.202631096999937)",11,Buena Vista,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
03/12/2014,,2290,Al's Liquors Unlimited,215 WEST MILWAUKEE,STORM LAKE,50588,"215 WEST MILWAUKEE
STORM LAKE 50588
(42.647486598000057, -95.202631096999937)",11,Buena Vista,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
18/03/2014,,2353,Cresco Liquor Store,708 2ND AVE SE,CRESCO,52136,"708 2ND AVE SE
CRESCO 52136
(43.371136862000071, -92.106470600999955)",45,Howard,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
18/03/2014,,2353,Cresco Liquor Store,708 2ND AVE SE,CRESCO,52136,"708 2ND AVE SE
CRESCO 52136
(43.371136862000071, -92.106470600999955)",45,Howard,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
01/04/2014,,2353,Cresco Liquor Store,708 2ND AVE SE,CRESCO,52136,"708 2ND AVE SE
CRESCO 52136
(43.371136862000071, -92.106470600999955)",45,Howard,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
11/02/2014,,2353,Cresco Liquor Store,708 2ND AVE SE,CRESCO,52136,"708 2ND AVE SE
CRESCO 52136
(43.371136862000071, -92.106470600999955)",45,Howard,1012210,SINGLE MALT SCOTCH,391,Anchor Distilling (PREISS IMPORTS),904612,Glendronach 15yo,1,750,52.25,78.38,3,235.14
30/06/2014,,2367,Spencer's Grocery,101 SOUTH BURNETT,SHENANDOAH,51601,"101 SOUTH BURNETT
SHENANDOAH 51601
(40.765802103000055, -95.381872838999982)",73,Page,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
02/02/2015,,2460,"Liquor Barn, Inc.",721 CENTRAL AVENUE WEST,HAMPTON,50441,"721 CENTRAL AVENUE WEST
HAMPTON 50441
(42.741766296000037, -93.216930347999948)",35,Franklin,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
05/01/2015,,2460,"Liquor Barn, Inc.",721 CENTRAL AVENUE WEST,HAMPTON,50441,"721 CENTRAL AVENUE WEST
HAMPTON 50441
(42.741766296000037, -93.216930347999948)",35,Franklin,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
01/12/2014,,2460,"Liquor Barn, Inc.",721 CENTRAL AVENUE WEST,HAMPTON,50441,"721 CENTRAL AVENUE WEST
HAMPTON 50441
(42.741766296000037, -93.216930347999948)",35,Franklin,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
21/11/2014,,2460,Liquor Barn Inc.,721 CENTRAL AVENUE WEST,HAMPTON,50441,"721 CENTRAL AVENUE WEST
HAMPTON 50441
(42.741766296000037, -93.216930347999948)",35,Franklin,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
16/06/2014,,2460,Liquor Barn Inc.,721 CENTRAL AVENUE WEST,HAMPTON,50441,"721 CENTRAL AVENUE WEST
HAMPTON 50441
(42.741766296000037, -93.216930347999948)",35,Franklin,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
27/01/2014,,2460,Liquor Barn Inc.,721 CENTRAL AVENUE WEST,HAMPTON,50441,"721 CENTRAL AVENUE WEST
HAMPTON 50441
(42.741766296000037, -93.216930347999948)",35,Franklin,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
08/10/2014,,2465,Sid's Beverage Shop,2727 DODGE ST,DUBUQUE,52003,"2727 DODGE ST
DUBUQUE 52003
(42.49202676200008, -90.706940876999965)",31,Dubuque,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
16/02/2015,,2487,Anamosa Family Foods,402 EAST MAIN,ANAMOSA,52205,"402 EAST MAIN
ANAMOSA 52205
(42.108299529000078, -91.281794926999964)",53,Jones,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
31/07/2014,,2487,Anamosa Family Foods,402 EAST MAIN,ANAMOSA,52205,"402 EAST MAIN
ANAMOSA 52205
(42.108299529000078, -91.281794926999964)",53,Jones,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
01/05/2014,,2487,Anamosa Family Foods,402 EAST MAIN,ANAMOSA,52205,"402 EAST MAIN
ANAMOSA 52205
(42.108299529000078, -91.281794926999964)",53,Jones,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
16/01/2014,,2487,Anamosa Family Foods,402 EAST MAIN,ANAMOSA,52205,"402 EAST MAIN
ANAMOSA 52205
(42.108299529000078, -91.281794926999964)",53,Jones,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
04/02/2015,,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.022836606000055, -93.669051489999958)",85,Story,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
26/03/2014,,2500,Hy-vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.022836606000055, -93.669051489999958)",85,Story,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
14/01/2015,,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.022836606000055, -93.669051489999958)",85,Story,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
14/05/2014,,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.022836606000055, -93.669051489999958)",85,Story,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
27/08/2014,,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.022836606000055, -93.669051489999958)",85,Story,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,5,222.9
30/04/2014,,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.022836606000055, -93.669051489999958)",85,Story,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,3,133.74
22/10/2014,,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.022836606000055, -93.669051489999958)",85,Story,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
15/10/2014,,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.022836606000055, -93.669051489999958)",85,Story,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
16/04/2014,,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.022836606000055, -93.669051489999958)",85,Story,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
23/07/2014,,2501,Hy-Vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.032116513000062, -93.616286143999957)",85,Story,1031200,FLAVORED VODKA,380,Phillips Beverage Company,42141,UV Sugar Crush Mini,1,3000,29.3,43.95,2,87.9
24/09/2014,,2501,Hy-Vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.032116513000062, -93.616286143999957)",85,Story,1031200,FLAVORED VODKA,380,Phillips Beverage Company,42141,UV Sugar Crush Mini,1,3000,29.3,43.95,1,43.95
25/02/2015,,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.032116513000062, -93.616286143999957)",85,Story,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,3,133.74
28/01/2015,,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.032116513000062, -93.616286143999957)",85,Story,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,3,133.74
26/03/2014,,2501,Hy-vee  #2  / Ames,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.032116513000062, -93.616286143999957)",85,Story,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
14/05/2014,,2501,Hy-Vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.032116513000062, -93.616286143999957)",85,Story,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
18/06/2014,,2501,Hy-Vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.032116513000062, -93.616286143999957)",85,Story,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
24/09/2014,,2501,Hy-Vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.032116513000062, -93.616286143999957)",85,Story,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,5,222.9
09/04/2014,,2501,Hy-Vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.032116513000062, -93.616286143999957)",85,Story,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
05/02/2014,,2501,Hy-vee  #2  / Ames,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.032116513000062, -93.616286143999957)",85,Story,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58
29/01/2014,,2501,Hy-vee  #2  / Ames,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.032116513000062, -93.616286143999957)",85,Story,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,2,89.16
04/02/2015,,2502,Hy-Vee Wine and Spirits / Ankeny,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
(41.734592751000037, -93.600481536999951)",77,Polk,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,4,178.32
14/01/2015,,2502,Hy-Vee Wine and Spirits / Ankeny,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
(41.734592751000037, -93.600481536999951)",77,Polk,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,8,356.64
20/08/2014,,2502,Hy-Vee Wine and Spirits / Ankeny,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
(41.734592751000037, -93.600481536999951)",77,Polk,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,6,267.48
03/12/2014,,2502,Hy-Vee Wine and Spirits / Ankeny,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
(41.734592751000037, -93.600481536999951)",77,Polk,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,12,534.96
13/08/2014,,2502,Hy-Vee Wine and Spirits / Ankeny,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
(41.734592751000037, -93.600481536999951)",77,Polk,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,8,356.64
12/11/2014,,2502,Hy-Vee Wine and Spirits / Ankeny,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
(41.734592751000037, -93.600481536999951)",77,Polk,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,10,445.8
30/04/2014,,2502,Hy-Vee Wine and Spirits / Ankeny,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
(41.734592751000037, -93.600481536999951)",77,Polk,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,8,356.64
